mean_rank,feature,rank_shift,rank_att,rank_shift_in_modal,rank_att_in_modal,modality,importance_shift,importance_att,top_10_pct,mean_de,mean_re,std_de,std_re,pval,pval_adj,log_fc,group,pval_adj_log,mean_diff,pathway,module
377.0,Aspartate→Aspartate-OUT,430,324,109,25,Flux,0.00877,0.000601,None,2.839955,3.344064,0.531455,0.812144,4.671137308883687e-43,0.0,0.235735,reprogramming,41.991759,0.504109,Aspartate Metabolism,M_37
378.5,Fam43a,202,555,97,248,RNA,0.020596,0.000391,None,0.109263,0.225015,0.247533,0.341253,3.0120998952492245e-17,0.0,1.128034,reprogramming,14.724719,-0.115751,,
380.5,Foxl1_360,253,508,65,210,ATAC,0.016289,0.000418,None,-0.070253,0.182755,0.165536,0.117706,4.107970218604261e-22,0.0,2.79847,reprogramming,19.755125,0.253008,,
381.5,"(E,E)-Farnesyl-PP→Geranylgeranyl-PP",240,523,62,69,Flux,0.017326,0.00041,None,4.065841,3.54149,1.455189,0.949394,2.4892670405150493e-21,0.0,-0.199197,dead-end,20.464979,-0.524351,N-linked glycan synthesis,M_114
382.0,Npas2_44,531,233,133,89,ATAC,0.005548,0.000797,None,-0.005998,0.007464,0.059841,0.059474,0.09798857897470326,0.133938,0.17139,reprogramming,0.873096,0.013463,,
382.5,Protein serine→(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,337,428,87,44,Flux,0.011927,0.000473,None,2.799852,3.322078,0.586507,0.782083,4.3783930194874263e-47,0.0,0.246735,reprogramming,45.95961,0.522226,Sialic acid synthesis,M_129
385.0,dCDP→dCMP,323,447,83,49,Flux,0.012467,0.000461,None,2.905219,3.505148,0.629855,0.845198,9.201001507059133e-53,0.0,0.270828,reprogramming,51.191067,0.599929,Pyrimidine synthesis,M_171
386.0,Igsf10,674,98,338,63,RNA,0.003561,0.001521,att,0.121509,0.00883,0.297482,0.06953,3.037132977947778e-19,0.0,-3.86467,dead-end,16.648929,0.112679,,
386.0,Cemip,457,315,224,176,RNA,0.007614,0.000618,None,0.108667,0.034021,0.366722,0.18052,2.0366864366077845e-06,2.7e-05,-1.729881,dead-end,4.575253,0.074645,,
387.0,Iqgap2,291,483,143,230,RNA,0.013925,0.000439,None,0.192315,0.376896,0.343928,0.466515,2.3328240617791283e-22,0.0,1.110152,reprogramming,19.616458,-0.184581,,
387.0,AU040972,383,391,191,209,RNA,0.010256,0.000513,None,0.016193,0.035839,0.116972,0.21719,0.008816308021281596,0.037443,1.160351,reprogramming,1.426629,-0.019645,,
387.5,Tgif2_566,418,357,107,131,ATAC,0.009265,0.000546,None,0.017905,0.001988,0.053663,0.055096,0.03123950934263242,0.048909,-0.187454,dead-end,1.310614,-0.015917,,
387.5,Sema3e,527,248,264,141,RNA,0.005614,0.000746,None,0.09923,0.015461,0.257157,0.10292,2.4341268570098624e-14,0.0,-2.743158,dead-end,11.96085,0.083769,,
388.5,Sfrp1,307,470,150,226,RNA,0.013257,0.000447,None,0.317338,0.15412,0.539275,0.409377,3.8451169090368684e-11,0.0,-1.164327,dead-end,8.958962,0.163218,,
389.0,Rhox6_412,444,334,114,122,ATAC,0.008071,0.000582,None,0.042734,-0.032851,0.118848,0.111836,4.533559384558946e-06,1.7e-05,-0.960732,dead-end,4.777811,-0.075585,,
390.0,Argininosuccinate→Arginine + Fumarate,130,650,39,98,Flux,0.029416,0.000347,shift,3.293722,3.770374,0.840509,1.001228,2.984135465282191e-24,0.0,0.194989,reprogramming,23.34909,0.476652,Urea Cycle,M_65
390.0,Setbp1_12,589,191,153,72,ATAC,0.00465,0.00093,att,0.007542,-0.034166,0.133006,0.132278,0.021704967973251152,0.035037,-0.614391,dead-end,1.455467,-0.041708,,
390.5,UDP-glucuronic acid+UDP-N-acetylglucosamine→Hyaluronic acid,272,509,68,64,Flux,0.014812,0.000417,None,4.085917,3.203048,1.665716,0.743918,5.977137720963433e-57,0.0,-0.351214,dead-end,55.276951,-0.882869,Hyaluronic acid synthesis,M_110
392.5,Ornithine_in→Ornithine,320,465,81,54,Flux,0.012657,0.000451,None,3.167602,3.261244,0.22353,0.716544,0.0015698558407541017,0.001598,0.042032,reprogramming,2.796315,0.093643,Transporters,M_102
393.5,Cysteine_in→Cysteine,247,540,63,71,Flux,0.0169,0.0004,None,3.528712,3.957753,1.03907,1.282659,4.3770471838857316e-13,0.0,0.16554,reprogramming,12.273389,0.429041,Transporters,M_80
395.0,Adcyap1r1,344,446,168,219,RNA,0.011733,0.000462,None,0.101744,0.013104,0.258474,0.098609,9.673193656413353e-16,0.0,-3.021393,dead-end,13.293269,0.088639,,
395.0,Bcat1,412,378,202,206,RNA,0.00942,0.000527,None,0.173576,0.083729,0.338205,0.208537,1.7900975565091052e-09,0.0,-1.117977,dead-end,7.393939,0.089848,,
396.5,Evx2_407,286,507,76,209,ATAC,0.014104,0.000419,None,0.02702,-0.024569,0.085225,0.090327,2.084269470511694e-05,6.8e-05,-0.664663,dead-end,4.169654,-0.051589,,
396.5,Cxcl17,395,398,198,210,RNA,0.00978,0.000504,None,0.048275,0.141372,0.203653,0.33437,3.101950007527578e-14,0.0,1.618348,reprogramming,11.86253,-0.093096,,
397.0,4930486L24Rik,350,444,173,218,RNA,0.011416,0.000463,None,0.02185,0.05025,0.134934,0.172307,7.346434817901268e-05,0.000651,1.222082,reprogramming,3.186228,-0.0284,,
398.5,F2rl1,455,342,223,190,RNA,0.00767,0.000572,None,0.020364,0.04766,0.103995,0.15749,4.864307378445086e-06,5.8e-05,1.24659,reprogramming,4.235794,-0.027296,,
399.0,dCDP→dUMP,413,385,106,37,Flux,0.00936,0.000521,None,2.895003,3.437281,0.528313,0.849365,5.6141551310416325e-46,0.0,0.247703,reprogramming,44.882739,0.542278,Pyrimidine synthesis,M_160
401.0,Foxe3_315,244,558,62,237,ATAC,0.017091,0.000389,None,-0.092665,0.194469,0.184947,0.139697,1.6374222775249058e-22,0.0,3.936711,reprogramming,20.070328,0.287133,,
403.0,Mab21l1,715,91,354,59,RNA,0.0032,0.001559,att,0.01617,0.002964,0.08233,0.033265,0.00013788954912178717,0.001129,-2.457023,dead-end,2.94713,0.013205,,
404.5,Ifi204,622,187,310,114,RNA,0.004077,0.00095,att,0.038207,0.015145,0.182079,0.12355,0.004361714783401345,0.021253,-1.351747,dead-end,1.672575,0.023063,,
405.5,Depdc7,338,473,165,228,RNA,0.011913,0.000446,None,0.069618,0.177307,0.241086,0.328536,4.803144473509141e-16,0.0,1.427984,reprogramming,13.57883,-0.107688,,
407.0,Tyrosine→Fumarate,292,522,72,68,Flux,0.013909,0.00041,None,3.103153,3.881577,0.793283,1.207929,4.5600083615761066e-46,0.0,0.322908,reprogramming,44.960823,0.778424,Leucine + Valine + Isoleucine,M_57
407.5,C2cd4a,347,468,170,225,RNA,0.011577,0.000448,None,0.012513,0.050924,0.078273,0.212145,4.041491647205994e-09,0.0,2.052712,reprogramming,7.067597,-0.03841,,
407.5,Dner,506,309,254,173,RNA,0.006164,0.000624,None,0.011039,0.001152,0.084407,0.022127,0.00444028348703076,0.021553,-3.267628,dead-end,1.666494,0.009887,,
407.5,Msc_43,452,363,115,134,ATAC,0.007746,0.000543,None,0.109335,-0.008122,0.125811,0.111233,6.702838670210655e-11,0.0,-1.086027,dead-end,9.33837,-0.117457,,
408.0,Bace2,623,193,311,116,RNA,0.004074,0.000926,att,0.08712,0.171717,0.261689,0.328773,1.0121058277874651e-09,0.0,1.041289,reprogramming,7.624331,-0.084596,,
409.0,Hsfy2_628,564,254,146,96,ATAC,0.005103,0.00073,None,0.036135,-0.008211,0.106167,0.11266,0.0028632799666530825,0.005799,-0.510259,dead-end,2.236662,-0.044346,,
410.0,CDP→Cytidine,200,620,55,90,Flux,0.020625,0.00036,shift,2.932408,3.695729,0.713848,0.994464,1.2667281511954755e-61,0.0,0.333773,reprogramming,59.785951,0.763322,Pyrimidine synthesis,M_156
411.0,Succinate→Fumarate,356,466,90,55,Flux,0.011102,0.00045,None,3.711795,3.614708,1.503754,1.026115,0.09311516196886768,0.093115,-0.038238,dead-end,1.03098,-0.097087,Glycolysis + TCA cycle,M_11
411.0,Spermine→B-Alanine,353,469,89,57,Flux,0.011187,0.000447,None,2.724256,3.314831,0.495058,0.909819,6.5001897093101835e-49,0.0,0.283073,reprogramming,47.393128,0.590574,Beta-Alanine Metabolism,M_42
411.5,Atf5,478,345,235,193,RNA,0.007008,0.000568,None,0.477394,0.213573,0.534069,0.374791,8.063439836258345e-27,0.0,-1.361688,dead-end,23.864529,0.263821,,
413.0,Tbx10_770,454,372,117,138,ATAC,0.00768,0.000531,None,-0.016644,0.000885,0.063174,0.055339,0.035636213186469874,0.05482,0.241763,reprogramming,1.26106,0.017529,,
413.5,Neurod6_786,516,311,128,116,ATAC,0.005758,0.000623,None,0.103721,-0.007977,0.120671,0.096712,5.299471667480507e-11,0.0,-1.047082,dead-end,9.430177,-0.111698,,
415.0,Mmp10,587,243,297,140,RNA,0.004665,0.000766,None,0.011026,0.048088,0.098901,0.229877,4.787473162636037e-07,7e-06,2.151685,reprogramming,5.140917,-0.037062,,
415.5,Lsp1,541,290,271,165,RNA,0.005437,0.000647,None,0.468922,0.218626,0.565872,0.397228,4.467219808622742e-22,0.0,-1.291756,dead-end,19.350213,0.250296,,
417.5,Tox,660,175,331,108,RNA,0.003679,0.000994,att,0.005698,0.037477,0.038209,0.140501,9.150692162990555e-15,0.0,2.740406,reprogramming,12.358179,-0.031779,,
418.5,Il33,501,336,251,187,RNA,0.006299,0.000577,None,0.022126,0.12534,0.130046,0.360143,1.461115253846347e-20,0.0,2.577388,reprogramming,17.920437,-0.103214,,
420.5,Ackr3,481,360,237,200,RNA,0.006901,0.000544,None,0.023208,0.083712,0.120622,0.228107,1.542597959323353e-14,0.0,1.894857,reprogramming,12.147549,-0.060504,,
422.0,3PD→Serine,477,367,121,33,Flux,0.007018,0.000535,None,4.227791,3.712932,1.89791,1.281544,1.7618033555176747e-12,0.0,-0.187345,dead-end,11.677952,-0.514859,Serine Metabolism,M_15
423.0,Ifit2,355,491,176,232,RNA,0.011175,0.000435,None,0.100737,0.257629,0.247529,0.448488,3.784910024863897e-23,0.0,1.47125,reprogramming,20.358361,-0.156892,,
423.5,Putresine→Spermine,372,475,95,59,Flux,0.010547,0.000446,None,2.801862,3.107945,0.315079,0.730485,7.212389942654367e-23,0.0,0.149575,reprogramming,21.988494,0.306083,Spermine Metabolism,M_69
424.0,Irx1,560,288,281,163,RNA,0.005146,0.00065,None,0.202156,0.068777,0.328503,0.198232,1.0038175523140888e-19,0.0,-1.653865,dead-end,17.110853,0.133379,,
425.0,Uracil→B-Alanine,308,542,77,72,Flux,0.013161,0.0004,None,3.148524,3.211988,0.264353,0.401202,0.00034309913116807415,0.000358,0.028791,reprogramming,3.446097,0.063464,Pyrimidine synthesis,M_154
426.0,Tbx1_763,416,436,106,177,ATAC,0.009295,0.000469,None,-0.016644,0.000885,0.063174,0.055339,0.035636213186469874,0.05482,0.241763,reprogramming,1.26106,0.017529,,
426.5,Irf4_632,553,300,141,112,ATAC,0.005296,0.000637,None,0.002744,0.007154,0.074599,0.074959,0.6632609709101076,0.712171,0.054075,reprogramming,0.147416,0.00441,,
428.0,Baiap2l1,363,493,179,233,RNA,0.010888,0.000434,None,0.200576,0.371003,0.376061,0.422674,8.219395204695544e-19,0.0,1.016061,reprogramming,16.234651,-0.170426,,
429.0,Pyrimidine_in→Pyrimidine,429,429,108,45,Flux,0.008776,0.000473,None,3.161413,3.812846,0.594462,1.328216,2.5994971959496143e-30,0.0,0.270299,reprogramming,29.380991,0.651434,Transporters,M_87
429.5,Isoleucine→Acetyl-CoA,116,743,31,145,Flux,0.031597,0.000321,shift,2.937909,3.399382,0.413484,0.721436,4.442109864532222e-47,0.0,0.210482,reprogramming,45.95961,0.461472,Leucine + Valine + Isoleucine,M_56
430.0,Col5a1,461,399,226,211,RNA,0.007419,0.000501,None,1.115463,0.648068,0.727917,0.598967,1.671798971917967e-40,0.0,-1.169457,dead-end,37.190354,0.467396,,
431.0,Foxn3_829,432,430,111,173,ATAC,0.008747,0.000473,None,-0.067141,0.129238,0.140356,0.105278,1.026484513424774e-19,0.0,2.408168,reprogramming,17.613727,0.196379,,
432.5,Leucine→Acetyl-CoA,135,730,41,137,Flux,0.028339,0.000325,shift,3.059685,3.576378,0.619826,0.820911,3.741017151284297e-42,0.0,0.225116,reprogramming,41.099328,0.516693,Leucine + Valine + Isoleucine,M_53
433.5,Ctcfl_820,601,266,158,98,ATAC,0.004325,0.000694,None,-0.000788,-0.013109,0.03977,0.04103,0.02475243852411147,0.039381,-0.168247,dead-end,1.404714,-0.012322,,
434.0,Ccdc68,340,528,166,242,RNA,0.011832,0.000408,None,0.090394,0.209218,0.251267,0.358758,4.18462610546085e-17,0.0,1.298553,reprogramming,14.591604,-0.118824,,
434.5,Rfx8_711,459,410,118,161,ATAC,0.007489,0.00049,None,0.010499,0.000561,0.087718,0.090021,0.40740404411942055,0.470245,-0.121303,dead-end,0.327675,-0.009937,,
440.0,Fam210b,255,625,126,273,RNA,0.016038,0.000359,None,0.136331,0.282036,0.285082,0.383388,1.291907495960342e-20,0.0,1.157537,reprogramming,17.966112,-0.145706,,
441.0,Elmod1,387,495,193,234,RNA,0.010182,0.000432,None,0.007791,0.023078,0.092546,0.126849,0.0025180717600506728,0.013522,1.577699,reprogramming,1.868964,-0.015287,,
441.5,Isoleucine→Succinyl-CoA,144,739,42,142,Flux,0.026784,0.000322,shift,2.905257,3.421936,0.450196,0.736522,7.46090166098618e-55,0.0,0.236147,reprogramming,53.202929,0.516679,Leucine + Valine + Isoleucine,M_55
443.0,Sema3d,333,553,162,247,RNA,0.012129,0.000392,None,0.031664,0.070993,0.156451,0.212857,4.141848812430954e-06,5.1e-05,1.193468,reprogramming,4.296565,-0.03933,,
443.0,Glutamate→Glutamine,386,500,98,63,Flux,0.010203,0.000428,None,3.014962,3.462798,0.621002,0.786464,1.7017108510108984e-34,0.0,0.199798,reprogramming,33.535031,0.447836,Glutamate Metabolism,M_48
444.5,Areg,425,464,210,224,RNA,0.008967,0.000451,None,0.04153,0.104501,0.247122,0.354708,5.257218031618052e-06,6.2e-05,1.377283,reprogramming,4.204665,-0.062972,,
445.0,Pyruvate→Oxaloacetate,450,440,114,48,Flux,0.007791,0.000464,None,2.684903,3.130433,0.442198,0.737947,6.624724780538943e-42,0.0,0.221492,reprogramming,40.862008,0.44553,Glycolysis + TCA cycle,M_14
447.0,Hdx_495,654,240,181,92,ATAC,0.003748,0.000774,None,0.004621,-0.013953,0.03988,0.040671,0.0008084064136874044,0.00183,-0.248588,dead-end,2.737474,-0.018574,,
447.0,Pou4f1_841,377,517,94,214,ATAC,0.010426,0.000413,None,0.030437,-0.001338,0.046304,0.050246,1.9790641315096553e-06,8e-06,-0.362069,dead-end,5.105884,-0.031775,,
448.5,Aspartate→Fumarate,335,562,86,77,Flux,0.012083,0.000386,None,3.588506,4.014947,1.043639,1.369517,8.137735167705633e-12,0.0,0.161998,reprogramming,11.019523,0.426441,Aspartate Metabolism,M_39
451.5,Apobec3,405,498,201,235,RNA,0.009573,0.000429,None,0.026665,0.06193,0.122239,0.180461,3.7094004934319496e-07,6e-06,1.241344,reprogramming,5.245539,-0.035266,,
453.0,S1pr3,394,512,197,239,RNA,0.0098,0.000415,None,0.315413,0.137276,0.418291,0.289965,1.0031369645736669e-20,0.0,-1.333498,dead-end,18.068063,0.178136,,
453.5,Foxl1_379,521,386,129,144,ATAC,0.005666,0.000521,None,0.024024,0.032587,0.092288,0.086407,0.4861294789712901,0.544945,0.087625,reprogramming,0.263647,0.008563,,
453.5,Htra1,141,766,63,300,RNA,0.027516,0.000312,shift,0.333867,0.120096,0.469509,0.277391,3.2451041825880918e-24,0.0,-1.635119,dead-end,21.39133,0.213771,,
456.0,Rxrb_686,614,298,164,110,ATAC,0.004156,0.000638,None,-0.009493,-0.013292,0.047212,0.056698,0.5762884962899737,0.634492,-0.054099,dead-end,0.197574,-0.003799,,
457.5,Foxl1_369,385,530,96,221,ATAC,0.010213,0.000408,None,-0.072645,0.166457,0.151535,0.114314,5.665008324017645e-23,0.0,2.800219,reprogramming,20.349284,0.239101,,
458.5,Srpx,571,346,286,194,RNA,0.004971,0.000568,None,0.067783,0.01122,0.21391,0.079174,3.8375954629337843e-10,0.0,-2.635888,dead-end,8.025992,0.056562,,
458.5,Limch1,315,602,153,263,RNA,0.01285,0.000368,None,0.078163,0.03215,0.275445,0.17435,0.00014836412241491732,0.001205,-1.315153,dead-end,2.918902,0.046013,,
462.0,Neurog3_75,698,226,200,86,ATAC,0.003361,0.000817,None,0.089575,-0.007536,0.11686,0.092808,2.0416015330096347e-09,0.0,-0.943506,dead-end,7.91433,-0.097111,,
462.5,Anks1b,336,589,164,257,RNA,0.011973,0.000373,None,0.036191,0.082922,0.141365,0.191226,1.4069158307596218e-09,0.0,1.230166,reprogramming,7.49144,-0.046731,,
464.0,Col14a1,365,563,181,251,RNA,0.010752,0.000385,None,0.051458,0.114889,0.241567,0.361687,4.2637487324844974e-06,5.2e-05,1.20517,reprogramming,4.28587,-0.063431,,
465.0,Sh3d19,415,515,204,240,RNA,0.009304,0.000414,None,0.195506,0.363354,0.330607,0.391172,2.605866873092429e-22,0.0,1.020872,reprogramming,19.571617,-0.167848,,
465.5,Acetyl-CoA+Oxaloacetate→Citrate,351,580,88,81,Flux,0.011413,0.000376,None,4.071109,3.510345,1.507174,0.914493,4.587956047794087e-24,0.0,-0.213809,dead-end,23.169976,-0.560763,Glycolysis + TCA cycle,M_7
466.0,Xanthine→Uric acid,259,673,64,106,Flux,0.015765,0.000339,None,3.308558,3.308558,0.0,0.0,1.0513827300950406e-47,0.0,0.0,reprogramming,46.572474,0.0,Purine synthesis,M_146
466.0,Onecut1_826,396,536,100,226,ATAC,0.009776,0.000404,None,0.00343,0.032319,0.075902,0.071597,0.00492588724508658,0.009456,0.320437,reprogramming,2.024313,0.028889,,
468.0,Tll1,164,772,73,302,RNA,0.024346,0.000311,shift,0.143965,0.063258,0.290236,0.193811,5.001644812978108e-10,0.0,-1.245613,dead-end,7.915518,0.080707,,
470.0,Glycine→Glycine-OUT,227,713,60,126,Flux,0.018342,0.000328,None,3.086019,3.23546,0.130223,0.44591,6.914988172730424e-16,0.0,0.068224,reprogramming,15.052171,0.149441,Serine Metabolism,M_22
470.0,Crabp2,364,576,180,254,RNA,0.010777,0.000378,None,0.050402,0.02041,0.202794,0.121901,0.0007084223339049299,0.004647,-1.325988,dead-end,2.332869,0.029992,,
474.5,XMP→GMP,213,736,56,141,Flux,0.019665,0.000322,None,3.517618,3.924941,1.036463,1.623665,1.2535190942169455e-08,0.0,0.158072,reprogramming,7.849746,0.407323,Purine synthesis,M_170
476.5,Creb1_109,561,392,144,147,ATAC,0.005117,0.000513,None,0.043498,0.011002,0.09638,0.084127,0.010938786200046008,0.019241,-0.336449,dead-end,1.715774,-0.032496,,
477.0,Serine→Glycine,222,732,58,138,Flux,0.019096,0.000324,None,3.289207,3.901936,0.79615,1.66487,8.099152449355172e-18,0.0,0.24645,reprogramming,16.970055,0.612729,Serine Metabolism,M_18
477.0,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1→Chondroitin,326,628,85,91,Flux,0.012334,0.000357,None,3.256619,3.747366,0.956734,1.031632,3.9719637119522545e-23,0.0,0.202502,reprogramming,22.243871,0.490747,Sialic acid synthesis,M_130
478.0,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1→(Gal)2 (GlcA)2 (GlcNAc)2 (Xyl)1 (Ser)1,406,550,102,75,Flux,0.009567,0.000394,None,2.909333,3.435378,0.616991,0.843809,6.742395715025895e-42,0.0,0.23978,reprogramming,40.85969,0.526045,Glycan synthesis,M_132
479.5,Hoxc10_440,645,314,177,118,ATAC,0.003911,0.000618,None,-0.00207,0.007411,0.080741,0.080459,0.38642578046462095,0.450745,0.118606,reprogramming,0.346069,0.009482,,
480.0,Stat5b_756,648,312,179,117,ATAC,0.003882,0.000622,None,0.001305,-0.033186,0.055323,0.060549,1.4433040163857822e-05,4.8e-05,-0.519672,dead-end,4.319563,-0.034491,,
480.5,Glutamate→GABA,265,696,65,120,Flux,0.015436,0.000332,None,3.308558,3.308558,0.0,0.0,1.0513827300950406e-47,0.0,0.0,reprogramming,46.572474,0.0,Glutamate Metabolism,M_49
480.5,Glucose→Glucose-6-phosphate,287,674,71,107,Flux,0.014067,0.000338,None,3.251217,3.652529,0.962215,0.95075,8.408709707734876e-18,0.0,0.167916,reprogramming,16.957171,0.401312,Hyaluronic acid synthesis,M_106
485.0,Rspo3,343,627,167,274,RNA,0.011736,0.000357,None,0.078939,0.018352,0.24167,0.102927,3.763934984759241e-09,0.0,-2.148892,dead-end,7.094506,0.060587,,
485.0,Rxra_662,573,397,150,152,ATAC,0.004954,0.000505,None,-0.009241,0.00073,0.052344,0.058051,0.17481014108526244,0.222738,0.132714,reprogramming,0.652206,0.009971,,
485.0,Ehf_275,641,329,175,120,ATAC,0.003948,0.000595,None,0.017758,-0.001488,0.058269,0.05694,0.015230305368769407,0.025763,-0.230228,dead-end,1.589001,-0.019246,,
488.0,Zfp957_16,526,450,131,184,ATAC,0.005617,0.000459,None,0.01461,-0.013903,0.066541,0.06876,0.0020705472523870447,0.004312,-0.365718,dead-end,2.36532,-0.028513,,
489.5,Id4_35,528,451,132,185,ATAC,0.005588,0.000459,None,-0.051072,0.054259,0.088985,0.078192,2.1150963467931525e-15,0.0,1.437451,reprogramming,13.652988,0.105331,,
491.0,Itga3,464,518,228,241,RNA,0.007305,0.000412,None,0.065968,0.140793,0.20198,0.279861,2.0257569779759794e-11,0.0,1.148631,reprogramming,9.22254,-0.074824,,
493.0,ADP→Deoxyadenosine,398,588,99,84,Flux,0.009758,0.000373,None,3.2214,3.746412,0.665149,1.337709,7.192464790754709e-20,0.0,0.217822,reprogramming,19.011235,0.525012,Purine synthesis,M_140
495.0,Arhgap20,652,338,326,189,RNA,0.00376,0.000576,None,0.110391,0.016422,0.29279,0.114777,5.2251769866568187e-14,0.0,-2.817457,dead-end,11.652352,0.093969,,
495.5,Naif1_637,684,307,193,115,ATAC,0.003495,0.000628,None,0.014362,0.011369,0.162066,0.159303,0.8910760086342232,0.912921,-0.034389,dead-end,0.039567,-0.002994,,
496.0,Foxi2_318,511,481,127,195,ATAC,0.005886,0.000441,None,-0.052619,0.082105,0.108699,0.075685,6.904444884902741e-17,0.0,1.696629,reprogramming,15.078233,0.134724,,
497.0,Tnmd,399,595,200,260,RNA,0.009746,0.000371,None,0.072209,0.022348,0.311857,0.148276,0.00017441096941039428,0.001384,-1.728294,dead-end,2.858948,0.049861,,
499.0,Orotidylic acid→UMP,431,567,110,78,Flux,0.008767,0.000382,None,3.517996,3.862161,0.966697,1.534225,3.325081987237691e-07,0.0,0.134654,reprogramming,6.44322,0.344164,Pyrimidine synthesis,M_151
499.0,Prr16,545,453,272,220,RNA,0.005394,0.000458,None,0.016371,0.005265,0.088651,0.060258,0.004817743287784796,0.023071,-1.644652,dead-end,1.636942,0.011106,,
502.0,Olig2_72,595,409,155,160,ATAC,0.004384,0.000492,None,0.084309,-0.0135,0.110183,0.092577,3.0310448497111365e-10,0.0,-0.989665,dead-end,8.715462,-0.097809,,
502.0,Olr1,776,228,382,132,RNA,0.00256,0.000814,None,0.020779,0.005131,0.135904,0.067628,0.006979072945507392,0.031045,-2.029054,dead-end,1.508009,0.015648,,
503.0,Ornithine→Putrescine,305,701,75,122,Flux,0.013332,0.000331,None,3.308558,3.308558,0.0,0.0,1.0513827300950406e-47,0.0,0.0,reprogramming,46.572474,0.0,Urea Cycle,M_62
504.0,(GlcNAc)4 (Man)3 (Asn)1→(GlcNAc)5 (Man)3 (Asn)1,492,516,124,66,Flux,0.006589,0.000414,None,2.761422,3.178116,0.458885,0.838731,6.0594044302886766e-30,0.0,0.202761,reprogramming,29.017567,0.416695,N-linked glycan synthesis,M_124
504.5,Hoxa1_479,597,412,156,162,ATAC,0.004372,0.000489,None,0.022637,-0.01056,0.10403,0.087658,0.015102486294702438,0.025596,-0.405919,dead-end,1.591829,-0.033197,,
506.0,Acetyl-CoA→Fatty Acid,456,556,116,76,Flux,0.007634,0.00039,None,2.830471,3.298879,0.434723,0.879552,1.1077296333345434e-34,0.0,0.220934,reprogramming,33.712528,0.468408,Fatty Acids Metabolism/Synthesis,M_34
506.5,dUMP→dTMP,361,652,93,99,Flux,0.010911,0.000346,None,3.308558,3.308558,0.0,0.0,1.0513827300950406e-47,0.0,0.0,reprogramming,46.572474,0.0,Pyrimidine synthesis,M_163
508.0,"(E,E)-Farnesyl-PP→Cholesterol",299,717,74,128,Flux,0.013598,0.000327,None,3.223026,3.410358,0.590427,1.068152,4.801184351386169e-05,5e-05,0.081507,reprogramming,4.297462,0.187332,Steroid hormone synthesis,M_167
508.0,Methionine→Spermine,171,845,51,167,Flux,0.023315,0.00028,shift,3.007,3.400972,0.36737,0.710859,5.25931031737228e-37,0.0,0.177622,reprogramming,36.003152,0.393972,Spermine Metabolism,M_70
508.0,Vegfd,483,533,239,243,RNA,0.006841,0.000407,None,0.242439,0.121002,0.418349,0.300075,1.447957873656814e-10,0.0,-1.09284,dead-end,8.416639,0.121437,,
509.5,Neurod2_69,540,479,136,194,ATAC,0.005457,0.000443,None,0.092141,-0.015141,0.117458,0.102453,1.3721293661774065e-10,0.0,-1.069953,dead-end,9.043749,-0.107281,,
510.5,Pou2f2_616,625,396,166,151,ATAC,0.004063,0.000506,None,0.024618,-0.017092,0.090041,0.076749,0.0005121855228827303,0.001232,-0.522199,dead-end,2.909278,-0.04171,,
511.0,IMP→XMP,325,697,84,121,Flux,0.012355,0.000332,None,3.308558,3.308558,0.0,0.0,1.0513827300950406e-47,0.0,0.0,reprogramming,46.572474,0.0,Purine synthesis,M_137
512.0,Hoxb9_428,720,304,213,113,ATAC,0.003166,0.000631,None,0.010359,-0.016591,0.056648,0.060165,0.0007224582300443144,0.001674,-0.356519,dead-end,2.776152,-0.02695,,
514.5,Esx1_444,611,418,163,165,ATAC,0.004197,0.000483,None,0.029809,-0.028492,0.093803,0.098562,1.2278407597174196e-05,4.1e-05,-0.758842,dead-end,4.386501,-0.058301,,
515.0,Nrl_120,731,299,217,111,ATAC,0.002981,0.000638,None,0.009691,-0.01832,0.064002,0.049295,0.0007994763215297182,0.001819,-0.374855,dead-end,2.740065,-0.028011,,
515.0,Sprr2a3,328,702,159,287,RNA,0.012273,0.00033,None,0.019599,0.046835,0.139768,0.217329,0.0007994778149061081,0.005116,1.276602,reprogramming,2.291089,-0.027237,,
516.0,Pbx3_513,653,379,180,141,ATAC,0.003755,0.000527,None,0.024276,0.034122,0.087451,0.082154,0.39865001173561543,0.462953,0.10013,reprogramming,0.334463,0.009846,,
517.5,Prrx2_519,592,443,154,181,ATAC,0.004466,0.000463,None,0.0281,-0.009026,0.10105,0.093004,0.0062736544931344795,0.011786,-0.441492,dead-end,1.928617,-0.037125,,
518.0,Oxaloacetate_in→Oxaloacetate,360,676,92,109,Flux,0.010929,0.000338,None,3.308558,3.308558,0.0,0.0,1.0513827300950406e-47,0.0,0.0,reprogramming,46.572474,0.0,Transporters,M_77
519.0,Dbp_133,665,373,183,139,ATAC,0.003658,0.000531,None,-0.048115,0.00599,0.083563,0.086312,5.043441002769983e-06,1.8e-05,0.877667,reprogramming,4.733329,0.054105,,
522.0,Lhx5_471,637,407,173,158,ATAC,0.003963,0.000493,None,0.031099,-0.0101,0.098548,0.085992,0.0017236854032368124,0.003615,-0.486917,dead-end,2.441863,-0.041199,,
